municipio_id,municipio,estado_id,estado,população,domicilios,domicilios_particulares_permanentes,agua_rede_geral_%,agua_poco_nascente_%,agua_cisterna_%,agua_outras_%,esgoto_total_%,esgoto_rede_geral_%,esgoto_fossa_septica_%,esgoto_fossa_rudimentar_%,esgoto_vala_%,esgoto_rio_lago_mar_%,esgoto_outro_%,agua_rede_geral,agua_poco_nascente,agua_cisterna,agua_outras,esgoto_total,esgoto_rede_geral,esgoto_fossa,esgoto_fossa,esgoto_vala,esgoto_rio_lago_mar,esgoto_outro,amebiase_pcmh,colera_pcmh,dengue_pcmh,esquistossomose_pcmh,filariose_pcmh,leptospirose_pcmh,tifoide_pcmh,diarréia_pcmh,amebiase,colera,dengue,esquistossomose,filariose,leptospirose,tifoide,diarreia,hepatite_a_pcmh,hepatite_a
130185,Iranduba,13,Amazonas,40652,9849,9797,0.6175,0.092,0.0004,0.2901,0.9568,0.0205,0.1233,0.6315,0.1235,0.0266,0.0313,6050,901,4,2842,9374,201,1208,6187,1210,261,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,19.51296
130190,Itacoatiara,13,Amazonas,86355,20036,19835,0.7335,0.0553,0.0002,0.211,0.9787,0.0374,0.1703,0.5693,0.0991,0.0323,0.0702,14548,1097,4,4186,19412,742,3378,11292,1966,641,1393,1.1,0,3.4,0,0,0,0,2.3,0.949905,0,2.93607,0,0,0,0,1.986165,0,0
130195,Itamarati,13,Amazonas,8029,1573,1570,0.3656,0.1554,0.0013,0.4777,0.7287,0.0395,0.0185,0.2497,0.2357,0.0382,0.1471,574,244,2,750,1144,62,29,392,370,60,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,30.18904
130200,Itapiranga,13,Amazonas,8111,1804,1765,0.7654,0.0623,0.0006,0.1688,0.9688,0.004,0.0623,0.6748,0.1711,0.004,0.0527,1351,110,1,298,1710,7,110,1191,302,7,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130210,Japurá,13,Amazonas,7252,1309,1265,0.4704,0.0103,0.0055,0.5075,0.8261,0.0079,0.1581,0.3589,0.1312,0.034,0.136,595,13,7,642,1045,10,200,454,166,43,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130220,Juruá,13,Amazonas,10763,2049,2043,0.4562,0.0235,0.0064,0.5091,0.7959,0.0793,0.0612,0.1571,0.2707,0.1532,0.0744,932,48,13,1040,1626,162,125,321,553,313,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130230,Jutaí,13,Amazonas,17932,3192,3165,0.6291,0.0079,0.0009,0.3592,0.7555,0.0076,0.0022,0.2961,0.3232,0.0367,0.0897,1991,25,3,1137,2391,24,7,937,1023,116,284,0,0,0,0,54.7,0,0,5.5,0,0,0,0,9.808804,0,0,0.98626,0,0
130240,Lábrea,13,Amazonas,37505,8250,8128,0.2399,0.2422,0.0007,0.5154,0.8206,0.141,0.0586,0.1825,0.1505,0.0853,0.2029,1950,1969,6,4189,6670,1146,476,1483,1223,693,1649,0,0,2.6,0,2.6,0,0,5.2,0,0,0.97513,0,0.97513,0,0,1.95026,77,28.87885
130250,Manacapuru,13,Amazonas,84913,18252,18165,0.5557,0.1474,0.0021,0.2936,0.9615,0.0813,0.1649,0.4836,0.0963,0.0799,0.0556,10094,2678,39,5333,17466,1477,2995,8784,1749,1451,1010,0,0,8,0,0,0,4.6,1.2,0,0,6.79304,0,0,0,3.905998,1.018956,0,0
130255,Manaquiri,13,Amazonas,22646,4915,4870,0.3515,0.0593,0.0004,0.5887,0.9394,0.0162,0.063,0.5953,0.1967,0.0614,0.0068,1712,289,2,2867,4575,79,307,2899,958,299,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130260,Manaus,13,Amazonas,1797311,464015,460844,0.7538,0.1428,0.0002,0.102,0.9907,0.4085,0.2239,0.268,0.0238,0.0533,0.0132,347376,65789,72,46998,456549,188264,103173,123504,10980,24561,6067,0.2,0,10.3,0,0.6,1.1,0.2,0.5,3.594622,0,185.123033,0,10.783866,19.770421,3.594622,8.986555,138,2480.28918
130270,Manicoré,13,Amazonas,46841,9628,9538,0.356,0.2614,0.0001,0.3802,0.9179,0.0115,0.0719,0.6952,0.0514,0.0052,0.0826,3396,2493,1,3626,8755,110,686,6631,490,50,788,0,0,2.1,0,0,0,0,0,0,0,0.983661,0,0,0,0,0,83,38.87803
130280,Maraã,13,Amazonas,17496,2801,2793,0.488,0.0093,0.0018,0.4987,0.6445,0.096,0.13,0.1504,0.0981,0.0895,0.0806,1363,26,5,1393,1800,268,363,420,274,250,225,0,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,1.994544,227,39.71592
130290,Maués,13,Amazonas,52045,10099,10004,0.5196,0.0189,0,0.4596,0.975,0.0196,0.2723,0.517,0.113,0.0112,0.042,5198,189,0,4598,9754,196,2724,5172,1130,112,420,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,2.91452,37,19.25665
130300,Nhamundá,13,Amazonas,18252,3795,3784,0.4575,0.0177,0,0.5214,0.9823,0.0058,0.1702,0.4966,0.2209,0.0034,0.0854,1731,67,0,1973,3717,22,644,1879,836,13,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130310,Nova Olinda do Norte,13,Amazonas,30321,5659,5570,0.465,0.0944,0.0002,0.4404,0.9327,0.0625,0.088,0.5162,0.177,0.0557,0.0334,2590,526,1,2453,5195,348,490,2875,986,310,186,3.1,0,0,0,0,0,0,0,0.939951,0,0,0,0,0,0,0,31,9.39951
130320,Novo Airão,13,Amazonas,14624,3194,3152,0.5454,0.1091,0,0.3455,0.8401,0.0082,0.1561,0.5111,0.1424,0.0067,0.0155,1719,344,0,1089,2648,26,492,1611,449,21,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,9.5056
130330,Novo Aripuanã,13,Amazonas,21326,4304,4255,0.2479,0.3781,0.0002,0.373,0.8183,0.1001,0.0494,0.4966,0.0456,0.0496,0.0771,1055,1609,1,1587,3482,426,210,2113,194,211,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130340,Parintins,13,Amazonas,101293,20958,20671,0.7214,0.011,0.0001,0.2668,0.9839,0.0162,0.189,0.5418,0.1027,0.0065,0.1277,14912,227,3,5515,20338,335,3906,11200,2122,135,2640,0,0,0,0,0,1,0,3.9,0,0,0,0,0,1.01293,0,3.950427,1,1.01293
130350,Pauini,13,Amazonas,18097,3079,3049,0.4418,0.0535,0.0003,0.4962,0.7025,0.0558,0.2089,0.1778,0.1446,0.0374,0.0781,1347,163,1,1513,2142,170,637,542,441,114,238,5.5,0,5.5,0,10.9,0,0,0,0.995335,0,0.995335,0,1.972573,0,0,0,55,9.95335
130353,Presidente Figueiredo,13,Amazonas,26979,7390,7226,0.5789,0.2553,0.0006,0.1652,0.9608,0.2765,0.0989,0.5375,0.0053,0.0054,0.0372,4183,1845,4,1194,6943,1998,715,3884,38,39,269,0,0,10.5,0,0,0,0,0,0,0,2.832795,0,0,0,0,0,0,0
130356,Rio Preto da Eva,13,Amazonas,25386,6330,6094,0.467,0.3241,0.0016,0.2059,0.969,0.0097,0.0903,0.8105,0.0281,0.0015,0.029,2846,1975,10,1255,5905,59,550,4939,171,9,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,9.39282
130360,Santa Isabel do Rio Negro,13,Amazonas,17968,2706,2606,0.4424,0.01,0,0.5464,0.4536,0.0107,0.0718,0.282,0.0672,0.0104,0.0115,1153,26,0,1424,1182,28,187,735,175,27,30,0,0,5.2,0,0,0,0,0,0,0,0.934336,0,0,0,0,0,0,0
130370,Santo Antônio do Içá,13,Amazonas,24371,4050,3992,0.4399,0.0656,0.0025,0.4865,0.9286,0.0205,0.0178,0.7255,0.0842,0.0376,0.0431,1756,262,10,1942,3707,82,71,2896,336,150,172,20.1,0,0,0,0,0,0,0,4.898571,0,0,0,0,0,0,0,0,0
130380,São Gabriel da Cachoeira,13,Amazonas,37666,7670,7490,0.3119,0.1224,0.0049,0.5589,0.4921,0.0327,0.0984,0.2981,0.0199,0.031,0.012,2336,917,37,4186,3686,245,737,2233,149,232,90,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4.89658,26,9.79316
130390,São Paulo de Olivença,13,Amazonas,31312,5362,5331,0.3752,0.0099,0.0165,0.5973,0.7629,0.0233,0.0272,0.3104,0.0925,0.0308,0.2787,2000,53,88,3184,4067,124,145,1655,493,164,1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,9.70672
130395,São Sebastião do Uatumã,13,Amazonas,10684,1954,1945,0.672,0.0113,0,0.3167,0.9712,0.0082,0.0098,0.5368,0.3337,0.0057,0.0771,1307,22,0,616,1889,16,19,1044,649,11,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130400,Silves,13,Amazonas,8415,1744,1736,0.4885,0.053,0.0012,0.4516,0.9718,0.004,0.0455,0.3612,0.015,0.0017,0.5444,848,92,2,784,1687,7,79,627,26,3,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130406,Tabatinga,13,Amazonas,51913,10266,10014,0.4078,0.3277,0.0068,0.2561,0.9095,0.0749,0.1826,0.4348,0.0914,0.0315,0.0944,4084,3282,68,2565,9108,750,1829,4354,915,315,945,0,1.8,0,0,0,0,0,11.2,0,0.934434,0,0,0,0,0,5.814256,0,0
130410,Tapauá,13,Amazonas,19047,3909,3894,0.4522,0.02,0.0021,0.5231,0.877,0.1787,0.0087,0.1882,0.1844,0.152,0.1649,1761,78,8,2037,3415,696,34,733,718,592,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130420,Tefé,13,Amazonas,61230,12317,12165,0.7425,0.0487,0.0013,0.2064,0.9072,0.1548,0.1715,0.271,0.1388,0.1291,0.0419,9032,592,16,2511,11036,1883,2086,3297,1689,1571,510,4.9,0,4.9,0,0,0,1.6,1.6,3.00027,0,3.00027,0,0,0,0.97968,0.97968,0,0
130423,Tonantins,13,Amazonas,17073,2799,2795,0.1302,0.1936,0.0186,0.6555,0.8937,0.0025,0.0909,0.4576,0.1413,0.0089,0.1925,364,541,52,1832,2498,7,254,1279,395,25,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130426,Uarini,13,Amazonas,11738,2242,2192,0.6008,0.0087,0.0005,0.385,0.7701,0.0187,0.1109,0.3891,0.0397,0.0246,0.187,1317,19,1,844,1688,41,243,853,87,54,410,0,0,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0.974254,0,0
130430,Urucará,13,Amazonas,17025,3447,3410,0.7757,0.0308,0,0.1935,0.9815,0.022,0.0839,0.5654,0.2252,0.0032,0.0818,2645,105,0,660,3347,75,286,1928,768,11,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130440,Urucurituba,13,Amazonas,17676,3337,3295,0.6349,0.0121,0.0006,0.3524,0.9263,0.0118,0.2152,0.342,0.1751,0.0191,0.163,2092,40,2,1161,3052,39,709,1127,577,63,537,5.4,0,0,0,0,0,0,0,0.954504,0,0,0,0,0,0,0,0,0
140002,Amajari,14,Roraima,9300,2132,2108,0.3672,0.1893,0,0.4336,0.5996,0.0019,0.1034,0.3292,0.018,0.0014,0.1456,774,399,0,914,1264,4,218,694,38,3,307,0,0,20.1,0,0,0,0,0,0,0,1.8693,0,0,0,0,0,0,0
140005,Alto Alegre,14,Roraima,16418,3714,3700,0.4511,0.2003,0,0.3454,0.6592,0.0659,0.1203,0.2892,0.0849,0,0.0989,1669,741,0,1278,2439,244,445,1070,314,0,366,0,0,449.8,0,0,0,0,0,0,0,73.848164,0,0,0,0,0,62,10.17916
140010,Boa Vista,14,Roraima,282241,77888,76250,0.9558,0.0312,0,0.0083,0.9875,0.1866,0.3635,0.4204,0.0036,0.0002,0.0131,72877,2379,1,636,75296,14230,27716,32058,272,19,1001,0,0,29.3,0,0,0,0.3,0,0,0,82.696613,0,0,0,0.846723,0,34,95.96194
140015,Bonfim,14,Roraima,10885,2535,2507,0.4958,0.422,0,0.0822,0.9126,0.0084,0.3909,0.2314,0.1117,0.0008,0.1695,1243,1058,0,206,2288,21,980,580,280,2,425,0,0,35.8,0,0,0,0,0,0,0,3.89683,0,0,0,0,0,89,9.68765
140017,Cantá,14,Roraima,13835,3666,3634,0.4711,0.4615,0,0.0655,0.8487,0.0072,0.1054,0.5451,0.0597,0.0006,0.1307,1712,1677,0,238,3084,26,383,1981,217,2,475,0,0,13.6,0,0,0,0,0,0,0,1.88156,0,0,0,0,0,544,75.2624
140020,Caracaraí,14,Roraima,18236,4522,4436,0.6587,0.2263,0.0002,0.1132,0.9288,0.4288,0.1513,0.1936,0.0126,0.0631,0.0794,2922,1004,1,502,4120,1902,671,859,56,280,352,0,0,36.8,0,0,0,0,0,0,0,6.710848,0,0,0,0,0,53,9.66508
140023,Caroebe,14,Roraima,8002,2188,2155,0.5258,0.419,0.0005,0.0548,0.8798,0.1327,0.0232,0.6218,0.0213,0.006,0.0747,1133,903,1,118,1896,286,50,1340,46,13,161,0,0,23.6,0,0,0,0,0,0,0,1.888472,0,0,0,0,0,354,28.32708
140028,Iracema,14,Roraima,8664,2256,2236,0.555,0.2549,0,0.1901,0.8028,0.2531,0.2585,0.2352,0.0282,0.0004,0.0273,1241,570,0,425,1795,566,578,526,63,1,61,0,0,21.5,0,0,0,0,0,0,0,1.86276,0,0,0,0,0,0,0
140030,Mucajaí,14,Roraima,14696,3916,3876,0.669,0.2748,0,0.0562,0.9293,0.0292,0.0103,0.7546,0.0395,0.0005,0.0952,2593,1065,0,218,3602,113,40,2925,153,2,369,0,0,117.4,0,0,0,6.5,0,0,0,17.253104,0,0,0,0.95524,0,326,47.90896
140040,Normandia,14,Roraima,8923,1711,1702,0.4612,0.1904,0,0.3484,0.8666,0.0024,0.1622,0.4125,0.0188,0.0006,0.2703,785,324,0,593,1475,4,276,702,32,1,460,0,0,10.7,0,0,0,0,0,0,0,0.954761,0,0,0,0,0,0,0
140045,Pacaraima,14,Roraima,10386,2413,2393,0.7522,0.0435,0.0008,0.2035,0.911,0.0334,0.2265,0.4505,0.005,0.0021,0.1935,1800,104,2,487,2180,80,542,1078,12,5,463,0,0,36.5,0,0,0,0,18.7,0,0,3.79089,0,0,0,0,1.942182,0,0
140047,Rorainópolis,14,Roraima,24031,6011,5935,0.3429,0.5361,0,0.1198,0.9279,0.0067,0.1099,0.6632,0.0266,0.0037,0.1178,2035,3182,0,711,5507,40,652,3936,158,22,699,0,0,11.8,0,0,0,0,0,0,0,2.835658,0,0,0,0,0,118,28.35658
140050,São João da Baliza,14,Roraima,6714,1756,1734,0.6707,0.267,0,0.0433,0.9083,0.0652,0.177,0.609,0.0358,0.0035,0.0179,1163,463,0,75,1575,113,307,1056,62,6,31,0,0,911.3,0,0,0,0,0,0,0,61.184682,0,0,0,0,0,0,0
140060,São Luiz,14,Roraima,6674,1810,1734,0.6776,0.271,0,0.0513,0.9666,0.0075,0.4348,0.4954,0.0115,0.0012,0.0161,1175,470,0,89,1676,13,754,859,20,2,28,0,0,344.4,0,0,0,0,0,0,0,22.985256,0,0,0,0,0,0,0
140070,Uiramutã,14,Roraima,8364,1447,1444,0.4398,0.0332,0.0014,0.5256,0.4134,0.0014,0.0547,0.259,0.0679,0.0035,0.027,635,48,2,759,597,2,79,374,98,5,39,0,0,11.4,0,0,0,0,11.7,0,0,0.953496,0,0,0,0,0.978588,0,0
150010,Abaetetuba,15,Pará,140234,31372,30917,0.2666,0.4219,0.0001,0.3114,0.973,0.0106,0.1657,0.3998,0.1015,0.1556,0.1398,8244,13044,2,9627,30082,328,5122,12361,3137,4811,4323,11.8,0,161.3,0,0,1.4,11.8,0,16.547612,0,226.197442,0,0,1.963276,16.547612,0,14,19.63276
150013,Abel Figueiredo,15,Pará,6741,1880,1868,0.811,0.1065,0,0.0824,0.9561,0.0048,0.0931,0.8383,0.0171,0,0.0027,1515,199,0,154,1786,9,174,1566,32,0,5,0,0,405.5,0,0,0,0,0,0,0,27.334755,0,0,0,0,0,145,9.77445
150020,Acará,15,Pará,53084,11846,11715,0.3163,0.3239,0,0.3599,0.8915,0.0023,0.0617,0.3311,0.1311,0.0086,0.3566,3705,3794,0,4216,10444,27,723,3879,1536,101,4178,0,0,20.5,0,0,0,0,1.9,0,0,10.88222,0,0,0,0,1.008596,19,10.08596
150030,Afuá,15,Pará,34920,6814,6754,0.2597,0.0059,0.0004,0.7339,0.9846,0.0012,0.0349,0.2231,0.1232,0.0108,0.5914,1754,40,3,4957,6650,8,236,1507,832,73,3994,0,2.8,2.8,0,0,0,0,0,0,0.97776,0.97776,0,0,0,0,0,84,29.3328
150034,Água Azul do Norte,15,Pará,24797,5917,5812,0.1481,0.7956,0.0007,0.0556,0.9554,0.0716,0.1321,0.644,0.0549,0.0014,0.0514,861,4624,4,323,5553,416,768,3743,319,8,299,0,0,200,0,0,0,0,0,0,0,49.594,0,0,0,0,0,0,0
150040,Alenquer,15,Pará,52526,12168,12106,0.3267,0.4647,0,0.2086,0.9722,0.0053,0.1978,0.4736,0.1948,0.0016,0.0993,3955,5626,0,2525,11770,64,2394,5733,2358,19,1202,31.9,0,1.9,0,0,0,0,0,16.755794,0,0.997994,0,0,0,0,0,1536,806.79936
150050,Almeirim,15,Pará,33433,7923,7862,0.6989,0.0814,0.0003,0.2129,0.9261,0.1701,0.1787,0.3549,0.1127,0.0599,0.0499,5495,640,2,1674,7281,1337,1405,2790,886,471,392,0,0,3,0,0,0,6,0,0,0,1.00299,0,0,0,2.00598,0,6,2.00598
150060,Altamira,15,Pará,98285,26937,26427,0.1889,0.679,0.0001,0.1296,0.9594,0.0159,0.1704,0.6757,0.0348,0.0187,0.0439,4993,17944,2,3426,25353,421,4503,17856,919,494,1160,1,0,451.4,0,0,0,0,1,0.98285,0,443.65849,0,0,0,0,0.98285,49,48.15965
150070,Anajás,15,Pará,24675,4896,4853,0.0752,0.1354,0.0006,0.7888,0.9367,0.0072,0.0865,0.353,0.0538,0.0196,0.4166,365,657,3,3828,4546,35,420,1713,261,95,2022,0,0,3.9,0,0,0,3.9,0,0,0,0.962325,0,0,0,0.962325,0,0,0
150080,Ananindeua,15,Pará,471315,126266,125800,0.362,0.559,0,0.0789,0.9863,0.1151,0.4394,0.3933,0.023,0.0068,0.0087,45540,70323,6,9931,124081,14474,55277,49481,2899,860,1090,0,0,93.6,0,0,0.4,0,0.4,0,0,441.15084,0,0,1.88526,0,1.88526,29,136.68135
150085,Anapu,15,Pará,20496,5098,5075,0.0737,0.7732,0,0.1468,0.7243,0.0006,0.0169,0.6049,0.0857,0.0022,0.014,374,3924,0,745,3676,3,86,3070,435,11,71,0,0,31.5,0,0,0,0,0,0,0,6.45624,0,0,0,0,0,0,0
150090,Augusto Corrêa,15,Pará,40479,8866,8857,0.4583,0.3693,0.0001,0.1723,0.9715,0.0043,0.2637,0.3034,0.1403,0.0175,0.2423,4059,3271,1,1526,8605,38,2336,2687,1243,155,2146,2.4,0,362.7,0,0,0,0,0,0.971496,0,146.817333,0,0,0,0,0,0,0
150095,Aurora do Pará,15,Pará,26507,5856,5839,0.567,0.2697,0,0.1632,0.9079,0.0072,0.1769,0.4843,0.1076,0.0072,0.1247,3311,1575,0,953,5301,42,1033,2828,628,42,728,3.6,0,39.9,0,0,0,0,0,0.954252,0,10.576293,0,0,0,0,0,0,0
150100,Aveiro,15,Pará,15801,3452,3436,0.2951,0.3746,0,0.3242,0.952,0.0084,0.0751,0.392,0.1359,0.0012,0.3393,1014,1287,0,1114,3271,29,258,1347,467,4,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,19.90926
150110,Bagre,15,Pará,21867,4072,3711,0.3975,0.0342,0,0.5683,0.9593,0.0067,0.0229,0.0986,0.0348,0.1046,0.6917,1475,127,0,2109,3560,25,85,366,129,388,2567,0,0,3.9,0,0,0,7.9,0,0,0,0.852813,0,0,0,1.727493,0,0,0
150120,Baião,15,Pará,36759,8081,8007,0.6294,0.1721,0,0.1985,0.9306,0.0075,0.2349,0.5295,0.0259,0.0032,0.1295,5040,1378,0,1589,7451,60,1881,4240,207,26,1037,0,0,5.1,0,0,0,0,0,0,0,1.874709,0,0,0,0,0,0,0
150125,Bannach,15,Pará,3393,1006,984,0.3394,0.5376,0,0.123,0.873,0.001,0.0173,0.6717,0.126,0,0.0569,334,529,0,121,859,1,17,661,124,0,56,0,0,29.6,0,0,0,0,0,0,0,1.004328,0,0,0,0,0,0,0
150130,Barcarena,15,Pará,99680,24916,24844,0.3276,0.4924,0,0.1799,0.9655,0.1205,0.1735,0.5399,0.0553,0.0273,0.0489,8140,12233,1,4470,23986,2994,4310,13414,1375,677,1216,0.9,0,85.4,0,0,0,0,0,0.89712,0,85.12672,0,0,0,0,0,95,94.696
150140,Belém,15,Pará,1391636,370131,368877,0.7549,0.206,0.0003,0.0388,0.9882,0.3763,0.3078,0.2452,0.04,0.0099,0.0091,278477,75971,117,14312,364529,138797,113530,90461,14753,3641,3347,0.4,0,14,0,0,1.3,0.4,0.4,5.566544,0,194.82904,0,0,18.091268,5.566544,5.566544,23,320.07628
150145,Belterra,15,Pará,16249,4004,3987,0.5493,0.1377,0.0003,0.3128,0.992,0.003,0.2094,0.6654,0.0715,0,0.0426,2190,549,1,1247,3955,12,835,2653,285,0,170,0,0,193,0,0,6,0,0,0,0,31.36057,0,0,0.97494,0,0,241,39.16009
150150,Benevides,15,Pará,51400,13779,13665,0.6964,0.2437,0.0003,0.0596,0.9709,0.0129,0.1611,0.7041,0.0492,0.0006,0.043,9516,3330,4,815,13268,176,2202,9621,673,8,588,0,0,22.2,0,0,0,0,0,0,0,11.4108,0,0,0,0,0,92,47.288
150157,Bom Jesus do Tocantins,15,Pará,15239,3873,3848,0.4857,0.3986,0.0003,0.1154,0.8381,0.0117,0.1206,0.6897,0.0099,0,0.0062,1869,1534,1,444,3225,45,464,2654,38,0,24,0,0,51.2,0,0,0,0,0,0,0,7.802368,0,0,0,0,0,0,0
150160,Bonito,15,Pará,13595,3345,3322,0.6403,0.2468,0,0.1129,0.9609,0.0027,0.1367,0.4711,0.0515,0.0012,0.2977,2127,820,0,375,3192,9,454,1565,171,4,989,0,0,28.2,0,0,0,0,0,0,0,3.83379,0,0,0,0,0,211,28.68545
150170,Bragança,15,Pará,112920,26397,26222,0.3744,0.3629,0.0001,0.259,0.9727,0.0126,0.1349,0.5628,0.1266,0.0355,0.1003,9818,9515,2,6792,25507,331,3538,14758,3320,930,2630,0,0,153.2,0,0,1.7,0,0,0,0,172.99344,0,0,1.91964,0,0,95,107.274
150172,Brasil Novo,15,Pará,15652,4375,4362,0.5142,0.296,0.0007,0.1891,0.9532,0.0039,0.0213,0.8668,0.0335,0,0.0277,2243,1291,3,825,4158,17,93,3781,146,0,121,0,0,27.8,0,0,0,0,0,0,0,4.351256,0,0,0,0,0,0,0
150175,Brejo Grande do Araguaia,15,Pará,7292,1923,1913,0.6764,0.2572,0.0005,0.0601,0.8761,0.0078,0.0685,0.6153,0.0721,0.0016,0.1108,1294,492,1,115,1676,15,131,1177,138,3,212,0,0,123.4,0,0,0,0,0,0,0,8.998328,0,0,0,0,0,0,0
150178,Breu Branco,15,Pará,52365,12271,12226,0.2426,0.6393,0.0002,0.1179,0.9211,0.0509,0.0039,0.8307,0.0036,0.0013,0.0307,2966,7816,3,1441,11261,622,48,10156,44,16,375,0,0,7.2,0,0,0,0,0,0,0,3.77028,0,0,0,0,0,36,18.8514
150180,Breves,15,Pará,92231,17654,17500,0.3524,0.1039,0,0.5437,0.9358,0.0038,0.0722,0.4434,0.1365,0.0558,0.2241,6167,1819,0,9514,16376,67,1264,7759,2388,976,3922,0,0,21.1,0,0,5.3,24.3,0,0,0,19.460741,0,0,4.888243,22.412133,0,485,447.32035
150190,Bujaru,15,Pará,25629,5880,5855,0.3957,0.338,0,0.2663,0.9233,0.0058,0.1004,0.5001,0.1225,0.014,0.1805,2317,1979,0,1559,5406,34,588,2928,717,82,1057,11.4,0,405.3,0,0,0,0,0,2.921706,0,103.874337,0,0,0,0,0,0,0
150195,Cachoeira do Piriá,15,Pará,26392,5665,5639,0.2013,0.512,0.0002,0.2866,0.9103,0.0016,0.0278,0.4976,0.1956,0.0004,0.1873,1135,2887,1,1616,5133,9,157,2806,1103,2,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,46.97776
150200,Cachoeira do Arari,15,Pará,20349,4594,4537,0.2993,0.4673,0,0.2334,0.9436,0.009,0.3811,0.3326,0.0712,0.045,0.1047,1358,2120,0,1059,4281,41,1729,1509,323,204,475,52,0,0,0,0,0,0,0,10.58148,0,0,0,0,0,0,0,0,0
150210,Cametá,15,Pará,120812,23668,23623,0.5014,0.1219,0.0001,0.3766,0.9688,0.0355,0.0788,0.4322,0.0939,0.2369,0.0915,11844,2879,3,8897,22886,838,1862,10209,2219,5597,2161,0.8,0,67.5,0,0,0,13.7,3.3,0.966496,0,81.5481,0,0,0,16.551244,3.986796,177,213.83724
150215,Canaã dos Carajás,15,Pará,26593,7517,7452,0.308,0.6409,0.0011,0.0501,0.973,0.213,0.1555,0.5757,0.0133,0.0008,0.0148,2295,4776,8,373,7251,1587,1159,4290,99,6,110,0,0,20.6,0,0,0,0,0,0,0,5.478158,0,0,0,0,0,69,18.34917
150220,Capanema,15,Pará,63390,17002,16862,0.2314,0.6731,0.0001,0.0954,0.9671,0.0016,0.656,0.2114,0.0292,0.0017,0.0672,3902,11350,1,1609,16308,27,11062,3565,492,29,1133,0,0,92.8,0,0,0,0,0,0,0,58.82592,0,0,0,0,0,15,9.5085
150230,Capitão Poço,15,Pará,51704,13024,12955,0.599,0.2641,0.0001,0.132,0.9522,0.0109,0.0222,0.7229,0.0663,0.0029,0.127,7760,3421,1,1710,12336,141,288,9365,859,38,1645,0,0,32.6,0,0,0,0,1.9,0,0,16.855504,0,0,0,0,0.982376,0,0
150240,Castanhal,15,Pará,172628,45745,45444,0.4517,0.4774,0.0001,0.0708,0.9903,0.0357,0.3282,0.534,0.0348,0.0035,0.0541,20525,21696,5,3218,45003,1624,14913,24269,1580,157,2460,0,0,22.9,0,0,2.2,0,0,0,0,39.531812,0,0,3.797816,0,0,179,309.00412
150250,Chaves,15,Pará,20981,4326,4308,0.1483,0.1305,0.0012,0.7201,0.9668,0.0063,0.0137,0.3085,0.507,0.0128,0.1186,639,562,5,3102,4165,27,59,1329,2184,55,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150260,Colares,15,Pará,11331,2800,2787,0.7754,0.1105,0,0.1141,0.9602,0.0047,0.0154,0.7302,0.1116,0.0004,0.098,2161,308,0,318,2676,13,43,2035,311,1,273,8.7,0,0,0,0,0,0,0,0.985797,0,0,0,0,0,0,0,0,0
150270,Conceição do Araguaia,15,Pará,45401,12917,12853,0.4024,0.4965,0.0031,0.0596,0.8604,0.0041,0.0434,0.7224,0.0497,0.0018,0.039,5172,6382,40,766,11059,53,558,9285,639,23,501,0,0,198.3,0,0,0,4.4,2.2,0,0,90.030183,0,0,0,1.997644,0.998822,65,29.51065
150275,Concórdia do Pará,15,Pará,28042,6332,6288,0.1337,0.6912,0,0.1751,0.9483,0.0032,0.0649,0.4531,0.0547,0.0003,0.3721,841,4346,0,1101,5963,20,408,2849,344,2,2340,3.4,0,27.3,0,0,0,0,0,0.953428,0,7.655466,0,0,0,0,0,0,0
